target,tf,weight,iteration
FCER2,STAT5A,0.0,0
ID3,STAT5A,0.0,0
NPTX1,STAT5A,0.0,0
ACACA,STAT5A,-0.0054689543,0
NF1,STAT5A,0.003932502,0
ODC1,STAT5A,0.0,0
CCNB1,STAT5A,0.0,0
CXCL9,STAT5A,-0.0010356996,0
CTSB,STAT5A,0.0,0
CCL3,STAT5A,0.0,0
RETNLB,STAT5A,0.0,0
HBB,STAT5A,-0.0046381485,0
ISG15,STAT5A,0.0,0
S100A10,STAT5A,0.0,0
DPAGT1,STAT5A,-0.008834411,0
CD68,STAT5A,0.0,0
DLL1,STAT5A,-0.0007436722,0
EBF1,STAT5A,0.0027297442,0
PAX5,STAT5A,-0.00012842218,0
NQO1,STAT5A,0.0,0
IFIT2,STAT5A,0.0,0
GATA3,STAT5A,0.0,0
GAS1,STAT5A,-0.0042304075,0
SLC19A2,STAT5A,0.0,0
EIF2AK2,STAT5A,0.0,0
DMD,STAT5A,0.0,0
DNASE1,STAT5A,0.0,0
PRKCA,STAT5A,0.0,0
MDM2,STAT5A,0.0,0
FAS,STAT5A,0.0,0
CA2,STAT5A,0.0,0
IL2RA,STAT5A,0.002356148,0
HDC,STAT5A,0.0,0
PIM1,STAT5A,-0.013726306,0
SPP1,STAT5A,0.0,0
CCND3,STAT5A,-0.008467087,0
TRH,STAT5A,0.0,0
LAT,STAT5A,0.0,0
CASP8,STAT5A,0.0,0
ERAP1,STAT5A,0.0,0
PLAUR,STAT5A,0.0,0
CD8A,STAT5A,0.0039625843,0
TIMP1,STAT5A,0.0,0
HHEX,STAT5A,0.0,0
CSF2,STAT5A,-0.0003202919,0
ABCC2,STAT5A,0.0,0
IL1RN,STAT5A,0.0,0
ABCB1,STAT5A,0.0028467649,0
SREBF1,STAT5A,0.0,0
TNFSF10,STAT5A,0.0,0
PIAS1,STAT5A,0.0,0
IL12RB1,STAT5A,0.0,0
CD79A,STAT5A,0.0,0
MAP2K5,STAT5A,0.0,0
TP53,STAT5A,0.0,0
ITGA2B,STAT5A,0.0,0
IGFBP3,STAT5A,0.0,0
CSF1,STAT5A,0.0,0
HSPA5,STAT5A,0.0,0
HPS4,STAT5A,0.0,0
FSD1,STAT5A,0.0,0
HIF1A,STAT5A,0.0,0
GSC,STAT5A,0.0,0
IGBP1,STAT5A,0.0,0
LITAF,STAT5A,0.0,0
NEU1,STAT5A,0.0,0
IL2RB,STAT5A,0.0,0
RRAD,STAT5A,0.0,0
PNP,STAT5A,0.0,0
STAT4,STAT5A,0.0,0
TBX21,STAT5A,0.0,0
NCOA3,STAT5A,0.0,0
ADA,STAT5A,0.0,0
IER3,STAT5A,0.0,0
APOE,STAT5A,0.0,0
IL19,STAT5A,0.0,0
CD3E,STAT5A,0.006258154,0
CD69,STAT5A,-0.0032371904,0
FGL2,STAT5A,0.0,0
STMN1,STAT5A,0.0,0
PROS1,STAT5A,0.0,0
ACTA2,STAT5A,0.0,0
ACO1,STAT5A,0.00477757,0
IL18R1,STAT5A,-0.00073170033,0
LEFTY1,STAT5A,0.0,0
RUNX3,STAT5A,0.0,0
GATA2,STAT5A,0.0,0
CNR1,STAT5A,0.0,0
CCL19,STAT5A,0.0,0
FOXP3,STAT5A,0.0019373969,0
CXCL11,STAT5A,0.0,0
LIG3,STAT5A,0.0,0
POLD1,STAT5A,0.0,0
IRF3,STAT5A,0.0,0
HSD17B1,STAT5A,0.0,0
GZMB,STAT5A,0.0,0
CCL23,STAT5A,0.0,0
CD74,STAT5A,0.0,0
CDK6,STAT5A,0.0,0
ANXA1,STAT5A,0.0,0
TLR7,STAT5A,0.0,0
IL27,STAT5A,0.0,0
HES6,STAT5A,0.0,0
PLEK,STAT5A,0.0,0
CHRNA1,STAT5A,0.0,0
CD46,STAT5A,0.0,0
POLR2K,STAT5A,0.0,0
CD38,STAT5A,0.0,0
UCP2,STAT5A,0.0,0
TNFSF14,STAT5A,0.0,0
MDC1,STAT5A,0.0,0
PFN1,STAT5A,0.0,0
CDKN2C,STAT5A,0.0,0
RGCC,STAT5A,0.0,0
TNFSF13B,STAT5A,0.0,0
HSPA8,STAT5A,0.0024058027,0
HSPA1A,STAT5A,0.0,0
CITED2,STAT5A,-0.004279216,0
CD55,STAT5A,0.0,0
ANGPT1,STAT5A,0.0,0
MYH10,STAT5A,0.0,0
HCFC1,STAT5A,0.0,0
AURKA,STAT5A,0.0043209363,0
LGALS3BP,STAT5A,0.0,0
TBK1,STAT5A,0.0,0
FHL2,STAT5A,0.0,0
MTF2,STAT5A,0.0,0
ID2,STAT5A,0.006254604,0
SLC39A4,STAT5A,0.0,0
IL23A,STAT5A,0.0,0
REL,STAT5A,0.0,0
LCN2,STAT5A,0.0056127035,0
SLC22A17,STAT5A,0.0,0
CXCL10,STAT5A,0.0,0
CD200,STAT5A,0.0,0
LPIN1,STAT5A,0.0,0
CD6,STAT5A,0.0,0
SOD2,STAT5A,0.0,0
GFI1,STAT5A,-0.008984128,0
VCAM1,STAT5A,0.0,0
S100A8,STAT5A,0.0,0
DHX9,STAT5A,0.0,0
SOCS2,STAT5A,-0.011629407,0
FANCF,STAT5A,0.0,0
NFATC1,STAT5A,0.0,0
PDGFD,STAT5A,0.0,0
FAIM,STAT5A,0.0,0
BBC3,STAT5A,0.0,0
AATF,STAT5A,0.0,0
NUCB2,STAT5A,0.0,0
FLT3LG,STAT5A,0.0,0
MLC1,STAT5A,0.0,0
BIRC2,STAT5A,0.0,0
FSCN1,STAT5A,0.0,0
IFIT3,STAT5A,0.0,0
IRS1,STAT5A,0.0,0
NR3C1,STAT5A,0.007239915,0
ALOX12,STAT5A,0.0,0
EDN1,STAT5A,0.0,0
RSAD2,STAT5A,0.0,0
SNW1,STAT5A,0.0,0
NFE2,STAT5A,0.0,0
DUSP1,STAT5A,0.0,0
LTB4R,STAT5A,0.0,0
SKP2,STAT5A,0.0,0
AKAP12,STAT5A,0.0,0
TRIM22,STAT5A,0.0,0
RHOH,STAT5A,-0.0023928138,0
MYL9,STAT5A,0.0,0
GNLY,STAT5A,0.0017353569,0
RBPJ,STAT5A,0.0,0
DLD,STAT5A,0.0,0
TOE1,STAT5A,0.0,0
UBE2G1,STAT5A,0.0,0
IFI30,STAT5A,0.0,0
KIT,STAT5A,0.0,0
APOBEC3G,STAT5A,0.0,0
PF4,STAT5A,0.0,0
SLC9A3R1,STAT5A,0.0,0
SPG7,STAT5A,0.0,0
PRKCQ,STAT5A,0.0,0
SNCA,STAT5A,0.0,0
BATF,STAT5A,0.0,0
MAD1L1,STAT5A,0.0,0
IL24,STAT5A,0.0,0
TFRC,STAT5A,0.0011269903,0
CXCR4,STAT5A,0.0,0
CTLA4,STAT5A,0.0,0
QPCT,STAT5A,0.002675265,0
IFITM3,STAT5A,0.0,0
CD207,STAT5A,0.0005086079,0
TICAM1,STAT5A,0.0,0
CAV1,STAT5A,0.0,0
KPNA2,STAT5A,0.0,0
FOXO1,STAT5A,0.0,0
ICOS,STAT5A,0.0,0
PMAIP1,STAT5A,0.0,0
GADD45A,STAT5A,0.0,0
C1QB,STAT5A,0.0,0
GATA1,STAT5A,0.0,0
MCF2L2,STAT5A,0.0,0
HES1,STAT5A,0.0,0
NFATC2,STAT5A,-0.0006571335,0
IFNAR1,STAT5A,0.0,0
PRKCH,STAT5A,0.0,0
SMARCA2,STAT5A,0.0,0
FKBP4,STAT5A,0.0,0
DLK2,STAT5A,0.0,0
CCL20,STAT5A,0.0,0
RARA,STAT5A,0.0,0
NT5E,STAT5A,0.0,0
IDO1,STAT5A,0.0,0
GLS,STAT5A,0.0,0
IKZF1,STAT5A,0.0,0
ASXL1,STAT5A,0.0,0
KRT1,STAT5A,0.0,0
RASD1,STAT5A,0.0,0
TNFAIP6,STAT5A,0.0,0
S100A4,STAT5A,0.0,0
EHMT2,STAT5A,0.0,0
MKI67,STAT5A,0.0,0
S100A9,STAT5A,0.0,0
CXCL2,STAT5A,0.0,0
PDCD1,STAT5A,0.0,0
MYL4,STAT5A,0.0,0
SELL,STAT5A,0.0,0
CXCR6,STAT5A,0.0,0
SFMBT1,STAT5A,0.0,0
CDK8,STAT5A,0.0,0
SOD1,STAT5A,0.0,0
MCAT,STAT5A,0.0,0
PTTG1,STAT5A,0.003616293,0
EZH2,STAT5A,0.0,0
DAPK1,STAT5A,0.0,0
ORMDL3,STAT5A,0.0,0
NME1,STAT5A,0.0,0
REST,STAT5A,0.0,0
GADD45G,STAT5A,0.0,0
OPTN,STAT5A,0.0,0
RECK,STAT5A,0.0,0
IRF9,STAT5A,0.0,0
GADD45B,STAT5A,0.0,0
EOMES,STAT5A,-0.006215006,0
TERF1,STAT5A,0.0,0
MIF,STAT5A,0.0,0
DPF3,STAT5A,-0.0061168023,0
FTO,STAT5A,0.0,0
S100A11,STAT5A,0.0,0
LEF1,STAT5A,-0.0070751393,0
CLU,STAT5A,0.0,0
LAT2,STAT5A,0.0,0
ZBTB20,STAT5A,0.0,0
ARID5A,STAT5A,0.0,0
BCL2L11,STAT5A,0.0010887422,0
PRKCE,STAT5A,0.0,0
KLRK1,STAT5A,0.0,0
HSD17B8,STAT5A,0.0,0
PARK7,STAT5A,0.0,0
GBP1,STAT5A,0.0,0
FASTK,STAT5A,0.0,0
CYBB,STAT5A,0.0,0
IL4R,STAT5A,0.0,0
MGMT,STAT5A,0.0,0
MPG,STAT5A,0.0,0
POLB,STAT5A,0.0,0
PLAU,STAT5A,0.0,0
SLC2A1,STAT5A,0.0,0
LTA,STAT5A,0.0025129162,0
RANBP2,STAT5A,0.0,0
BLMH,STAT5A,0.0,0
GMPS,STAT5A,0.0,0
ATF4,STAT5A,0.0,0
ERAP2,STAT5A,0.0,0
POLH,STAT5A,0.0,0
PURA,STAT5A,0.0,0
MS4A1,STAT5A,0.0,0
SP100,STAT5A,0.0,0
CD14,STAT5A,0.0,0
THBD,STAT5A,0.0,0
GP1BA,STAT5A,0.0,0
ITGB2,STAT5A,0.0,0
MAD2L1,STAT5A,0.0,0
PIK3CD,STAT5A,0.0,0
ITGA6,STAT5A,0.0,0
APP,STAT5A,0.0,0
CCR1,STAT5A,0.0,0
CD22,STAT5A,0.0,0
CD40LG,STAT5A,0.0,0
CTSL,STAT5A,0.0,0
HMOX1,STAT5A,0.0,0
RCAN1,STAT5A,0.0,0
CSRP1,STAT5A,0.0,0
DDIT3,STAT5A,0.0,0
F2R,STAT5A,0.0,0
HSPB1,STAT5A,0.0,0
S1PR1,STAT5A,0.0,0
CYSLTR1,STAT5A,0.0,0
SIDT1,STAT5A,0.0,0
EIF5B,STAT5A,0.0,0
IDE,STAT5A,0.0,0
IL6ST,STAT5A,-0.004067213,0
MBD1,STAT5A,0.0,0
PTGER4,STAT5A,0.0,0
RNF149,STAT5A,0.0,0
XBP1,STAT5A,0.0,0
FOXJ1,STAT5A,0.0,0
CHORDC1,STAT5A,-0.0015804918,0
GLUL,STAT5A,0.007966007,0
GRK5,STAT5A,-0.008808584,0
RGS16,STAT5A,0.008029455,0
SSR3,STAT5A,0.006324405,0
TXNRD3,STAT5A,-0.0089868605,0
IFI6,STAT5A,0.0,0
IFITM1,STAT5A,0.0,0
ISG20,STAT5A,0.0,0
GBP5,STAT5A,0.0,0
ADAM10,STAT5A,0.0,0
PIM2,STAT5A,-0.001411458,0
DNMT3A,STAT5A,0.013271121,0
HBA2,STAT5A,-0.0048775794,0
HSPA1B,STAT5A,0.0,0
CASP3,STAT5A,0.0,0
FBXO32,STAT5A,0.0,0
ANKRD26,STAT5A,0.0,0
FST,STAT5A,0.0,0
PJA1,STAT5A,0.0,0
TGFB2,STAT5A,0.0,0
CCL7,STAT5A,0.0,0
CCL13,STAT5A,0.0,0
CCL8,STAT5A,-0.007890542,0
CASP9,STAT5A,0.0,0
C1R,STAT5A,0.0,0
CXCL1,STAT5A,0.0,0
PTPN22,STAT5A,0.0,0
AQP3,STAT5A,0.0,0
RBM38,STAT5A,0.0,0
INPP5K,STAT5A,0.0,0
CD160,STAT5A,0.0,0
CASP2,STAT5A,0.0,0
NCL,STAT5A,0.0,0
CH25H,STAT5A,0.0,0
RALGDS,STAT5A,0.0,0
CST3,STAT5A,0.0,0
RORC,STAT5A,0.0,0
CD9,STAT5A,0.0,0
ENO2,STAT5A,0.0,0
GABPA,STAT5A,0.0,0
EED,STAT5A,0.0,0
FASN,STAT5A,0.008630475,0
IL12RB2,STAT5A,0.0,0
AKR1C1,STAT5A,0.0,0
IRS2,STAT5A,0.0,0
CCR4,STAT5A,0.0,0
F3,STAT5A,0.0,0
GATA6,STAT5A,0.0,0
TULP3,STAT5A,0.0,0
C16orf54,STAT5A,0.0,0
IGLL5,STAT5A,0.0,0
IKZF3,STAT5A,0.0,0
CLDN5,STAT5A,0.0,0
TNFRSF18,STAT5A,0.0,0
CD2,STAT5A,0.0,0
MICB,STAT5A,0.0,0
EGR1,STAT5A,0.0,0
STK35,STAT5A,0.0,0
WWTR1,STAT5A,0.0,0
IGFBP2,STAT5A,0.0,0
POLR2H,STAT5A,0.0,0
ANK1,STAT5A,0.0,0
GPR146,STAT5A,0.0,0
AIM2,STAT5A,0.0,0
ATG4C,STAT5A,0.0,0
CREM,STAT5A,0.0,0
DCLRE1C,STAT5A,0.0,0
DDX50,STAT5A,0.0,0
DIMT1,STAT5A,0.0,0
GSTK1,STAT5A,0.0,0
INO80,STAT5A,0.0,0
KIF2A,STAT5A,0.0,0
MAN1A1,STAT5A,0.0,0
MED16,STAT5A,0.0,0
MTMR9,STAT5A,0.0,0
PPIP5K2,STAT5A,0.0,0
PWP2,STAT5A,0.0,0
SEMA4B,STAT5A,0.0,0
SNRNP27,STAT5A,0.0,0
UBR1,STAT5A,0.0,0
ZC3HAV1,STAT5A,0.0,0
ZNF181,STAT5A,0.0,0
ZNF230,STAT5A,0.0,0
ZNF302,STAT5A,0.0,0
ZNF655,STAT5A,0.0,0
PRR5L,STAT5A,0.0,0
IL2,STAT5B,0.00857949,0
IRF1,STAT5B,-0.0059481603,0
CCND1,STAT5B,0.0007690775,0
PRF1,STAT5B,-0.0020975482,0
IFNG,STAT5B,0.008919342,0
KRAS,STAT5B,0.0,0
FOS,STAT5B,0.0,0
SMC3,STAT5B,0.0,0
IRF8,STAT5B,0.0,0
IRF2,STAT5B,0.0,0
BCL2,STAT5B,-0.0027412155,0
IFNB1,STAT5B,0.0,0
CCL4,STAT5B,0.0,0
SOCS3,STAT5B,0.0034987135,0
CD40,STAT5B,0.0,0
TNF,STAT5B,0.0,0
IL18,STAT5B,0.0,0
OSM,STAT5B,-0.0054116086,0
HSPA4,STAT5B,0.0,0
APEX1,STAT5B,0.0,0
HSP90AB1,STAT5B,0.0,0
IL1B,STAT5B,0.0,0
BLK,STAT5B,0.0,0
STAT5A,STAT5B,-0.0010550418,0
IL7R,STAT5B,0.0,0
JUNB,STAT5B,0.0,0
SLPI,STAT5B,-0.009062784,0
CDKN1C,STAT5B,0.0,0
CAMK4,STAT5B,0.0,0
LGALS3,STAT5B,0.0,0
IL6,STAT5B,0.0,0
STAT5B,STAT5B,0.0063888687,0
MAFB,STAT5B,0.0,0
STAT3,STAT5B,0.0,0
CD19,STAT5B,0.0,0
MYC,STAT5B,0.0,0
FCER1G,STAT5B,0.0,0
CCL5,STAT5B,0.0,0
FASLG,STAT5B,0.0,0
MAPK8,STAT5B,0.0,0
MYB,STAT5B,0.0,0
BIRC3,STAT5B,0.0,0
CD86,STAT5B,0.0,0
CDKN2D,STAT5B,0.0,0
SOCS1,STAT5B,0.0,0
MMP9,STAT5B,0.0,0
CDK4,STAT5B,0.0,0
CDKN2A,STAT5B,0.0,0
CEBPD,STAT5B,0.0,0
SH2D1A,STAT5B,0.0,0
IL10,STAT5B,-0.0006505829,0
CDKN1B,STAT5B,0.006926394,0
PIK3R1,STAT5B,0.0,0
ACTB,STAT5B,0.0,0
CCND2,STAT5B,0.006304975,0
MSR1,STAT5B,0.0,0
LCK,STAT5B,0.0,0
ACAT1,STAT5B,0.0,0
ACP5,STAT5B,0.0,0
TNFSF11,STAT5B,0.0,0
SHC1,STAT5B,0.0,0
PPIG,STAT5B,0.004248905,0
NCAM1,STAT5B,0.0,0
CTNND1,STAT5B,0.0,0
CBL,STAT5B,0.0,0
CISH,STAT5B,0.0074954815,0
LYZ,STAT5B,0.0,0
JUN,STAT5B,-0.0068124905,0
IFI27,STAT5B,0.0,0
PTPN2,STAT5B,0.0,0
SPI1,STAT5B,0.0,0
HBG1,STAT5B,0.0,0
ECE1,STAT5B,0.0,0
IRF7,STAT5B,0.0,0
CCL2,STAT5B,0.0,0
MMP7,STAT5B,0.0,0
IFIT1,STAT5B,0.0,0
OSGEP,STAT5B,0.0,0
FCER2,STAT5B,0.0,0
ID3,STAT5B,0.0,0
NPTX1,STAT5B,0.0,0
ACACA,STAT5B,0.0,0
NF1,STAT5B,0.0,0
ODC1,STAT5B,0.0,0
CCNB1,STAT5B,0.0,0
CXCL9,STAT5B,-0.0014222346,0
CTSB,STAT5B,0.0,0
CCL3,STAT5B,0.0,0
RETNLB,STAT5B,0.0,0
HBB,STAT5B,0.0,0
ISG15,STAT5B,0.0,0
S100A10,STAT5B,0.0,0
DPAGT1,STAT5B,0.009318868,0
CD68,STAT5B,0.0,0
DLL1,STAT5B,0.0,0
EBF1,STAT5B,0.0,0
PAX5,STAT5B,0.0055916733,0
NQO1,STAT5B,0.0,0
IFIT2,STAT5B,0.0,0
GATA3,STAT5B,0.0,0
GAS1,STAT5B,0.0,0
SLC19A2,STAT5B,0.0,0
EIF2AK2,STAT5B,0.0,0
DMD,STAT5B,0.0,0
DNASE1,STAT5B,0.0,0
PRKCA,STAT5B,0.0,0
MDM2,STAT5B,0.0,0
FAS,STAT5B,0.0,0
CA2,STAT5B,0.0,0
IL2RA,STAT5B,-0.0071660667,0
HDC,STAT5B,0.0,0
PIM1,STAT5B,0.0,0
SPP1,STAT5B,0.0,0
CCND3,STAT5B,0.0,0
TRH,STAT5B,0.0,0
LAT,STAT5B,0.0,0
CASP8,STAT5B,0.0,0
ERAP1,STAT5B,0.0,0
PLAUR,STAT5B,0.0,0
CD8A,STAT5B,0.0,0
TIMP1,STAT5B,0.0,0
HHEX,STAT5B,0.0,0
CSF2,STAT5B,-0.0027188787,0
ABCC2,STAT5B,0.0,0
IL1RN,STAT5B,0.0,0
ABCB1,STAT5B,0.0,0
SREBF1,STAT5B,0.0,0
TNFSF10,STAT5B,-0.008345027,0
PIAS1,STAT5B,0.0,0
IL12RB1,STAT5B,0.0,0
CD79A,STAT5B,0.0,0
MAP2K5,STAT5B,0.0,0
TP53,STAT5B,0.0,0
ITGA2B,STAT5B,0.0,0
IGFBP3,STAT5B,0.0,0
CSF1,STAT5B,0.0,0
HSPA5,STAT5B,0.0,0
HPS4,STAT5B,0.0,0
FSD1,STAT5B,0.0,0
HIF1A,STAT5B,0.0,0
GSC,STAT5B,0.0,0
IGBP1,STAT5B,0.0,0
LITAF,STAT5B,0.0,0
NEU1,STAT5B,0.0,0
IL2RB,STAT5B,0.0,0
RRAD,STAT5B,0.0,0
PNP,STAT5B,0.0,0
STAT4,STAT5B,0.0,0
TBX21,STAT5B,0.0,0
NCOA3,STAT5B,0.0,0
ADA,STAT5B,0.0,0
IER3,STAT5B,0.0,0
APOE,STAT5B,0.0,0
IL19,STAT5B,0.0,0
CD3E,STAT5B,0.0,0
CD69,STAT5B,0.0,0
FGL2,STAT5B,0.0,0
STMN1,STAT5B,0.0,0
PROS1,STAT5B,0.0,0
ACTA2,STAT5B,0.0,0
ACO1,STAT5B,0.0,0
IL18R1,STAT5B,0.0,0
LEFTY1,STAT5B,0.0,0
RUNX3,STAT5B,0.0,0
GATA2,STAT5B,0.0,0
CNR1,STAT5B,0.0,0
CCL19,STAT5B,0.0,0
FOXP3,STAT5B,0.0,0
CXCL11,STAT5B,0.0,0
LIG3,STAT5B,0.0,0
POLD1,STAT5B,0.0,0
IRF3,STAT5B,0.0,0
HSD17B1,STAT5B,0.001274757,0
GZMB,STAT5B,0.0,0
CCL23,STAT5B,0.0,0
CD74,STAT5B,0.0,0
CDK6,STAT5B,-0.00034885656,0
ANXA1,STAT5B,0.0,0
TLR7,STAT5B,0.0,0
IL27,STAT5B,0.0,0
HES6,STAT5B,0.0,0
PLEK,STAT5B,0.0,0
CHRNA1,STAT5B,0.0,0
CD46,STAT5B,0.0,0
POLR2K,STAT5B,0.0,0
CD38,STAT5B,0.0,0
UCP2,STAT5B,0.0,0
TNFSF14,STAT5B,0.0,0
MDC1,STAT5B,0.0,0
PFN1,STAT5B,0.0,0
CDKN2C,STAT5B,0.0,0
RGCC,STAT5B,0.0,0
TNFSF13B,STAT5B,0.0,0
HSPA8,STAT5B,0.0,0
HSPA1A,STAT5B,0.0,0
CITED2,STAT5B,0.0,0
CD55,STAT5B,0.0,0
ANGPT1,STAT5B,0.0,0
MYH10,STAT5B,0.0,0
HCFC1,STAT5B,0.0,0
AURKA,STAT5B,-0.0017178658,0
LGALS3BP,STAT5B,0.0,0
TBK1,STAT5B,0.0,0
FHL2,STAT5B,0.0,0
MTF2,STAT5B,0.0,0
ID2,STAT5B,0.0,0
SLC39A4,STAT5B,0.0,0
IL23A,STAT5B,0.0,0
REL,STAT5B,0.0,0
LCN2,STAT5B,0.0016817037,0
SLC22A17,STAT5B,0.0,0
CXCL10,STAT5B,0.0,0
CD200,STAT5B,0.0,0
LPIN1,STAT5B,0.0,0
CD6,STAT5B,0.0,0
SOD2,STAT5B,0.0,0
GFI1,STAT5B,0.0,0
VCAM1,STAT5B,0.0,0
S100A8,STAT5B,0.0,0
DHX9,STAT5B,0.0,0
SOCS2,STAT5B,0.0059857485,0
FANCF,STAT5B,0.0,0
NFATC1,STAT5B,0.0,0
PDGFD,STAT5B,0.0,0
FAIM,STAT5B,0.0,0
BBC3,STAT5B,0.0,0
AATF,STAT5B,0.0,0
NUCB2,STAT5B,0.0,0
FLT3LG,STAT5B,0.0,0
MLC1,STAT5B,0.0,0
BIRC2,STAT5B,0.0,0
FSCN1,STAT5B,0.0,0
IFIT3,STAT5B,0.0,0
IRS1,STAT5B,0.0,0
NR3C1,STAT5B,0.0,0
ALOX12,STAT5B,0.0,0
EDN1,STAT5B,0.0,0
RSAD2,STAT5B,0.0,0
SNW1,STAT5B,0.0,0
NFE2,STAT5B,0.0,0
DUSP1,STAT5B,0.0,0
LTB4R,STAT5B,0.0,0
SKP2,STAT5B,0.0,0
AKAP12,STAT5B,0.0,0
TRIM22,STAT5B,0.0,0
RHOH,STAT5B,0.0,0
MYL9,STAT5B,0.0,0
GNLY,STAT5B,0.0,0
RBPJ,STAT5B,0.0,0
DLD,STAT5B,0.0,0
TOE1,STAT5B,0.0,0
UBE2G1,STAT5B,0.0,0
IFI30,STAT5B,0.0,0
KIT,STAT5B,0.0,0
APOBEC3G,STAT5B,0.0,0
PF4,STAT5B,0.0,0
SLC9A3R1,STAT5B,0.0,0
SPG7,STAT5B,0.0,0
PRKCQ,STAT5B,0.0,0
SNCA,STAT5B,0.0,0
BATF,STAT5B,0.0,0
MAD1L1,STAT5B,0.0,0
IL24,STAT5B,0.0,0
TFRC,STAT5B,0.0,0
CXCR4,STAT5B,0.0,0
CTLA4,STAT5B,0.0,0
QPCT,STAT5B,0.0,0
IFITM3,STAT5B,0.0,0
CD207,STAT5B,0.0,0
TICAM1,STAT5B,0.0,0
CAV1,STAT5B,0.0,0
KPNA2,STAT5B,0.0,0
FOXO1,STAT5B,0.0,0
ICOS,STAT5B,0.0,0
PMAIP1,STAT5B,0.0,0
GADD45A,STAT5B,0.0,0
C1QB,STAT5B,0.0,0
GATA1,STAT5B,0.0,0
MCF2L2,STAT5B,0.0,0
HES1,STAT5B,0.0,0
NFATC2,STAT5B,0.0,0
IFNAR1,STAT5B,0.0,0
PRKCH,STAT5B,0.0,0
SMARCA2,STAT5B,0.0,0
FKBP4,STAT5B,0.0,0
DLK2,STAT5B,0.0,0
CCL20,STAT5B,0.0,0
RARA,STAT5B,0.0,0
NT5E,STAT5B,0.0,0
IDO1,STAT5B,0.0,0
GLS,STAT5B,0.0,0
IKZF1,STAT5B,0.0,0
ASXL1,STAT5B,0.0,0
KRT1,STAT5B,0.0,0
RASD1,STAT5B,-0.0032425679,0
TNFAIP6,STAT5B,0.0,0
S100A4,STAT5B,0.0,0
EHMT2,STAT5B,0.0,0
MKI67,STAT5B,0.0,0
S100A9,STAT5B,0.0,0
CXCL2,STAT5B,0.0,0
PDCD1,STAT5B,0.0,0
MYL4,STAT5B,0.0,0
SELL,STAT5B,0.0,0
CXCR6,STAT5B,0.0,0
SFMBT1,STAT5B,0.0,0
CDK8,STAT5B,0.0,0
SOD1,STAT5B,0.0,0
MCAT,STAT5B,0.0,0
PTTG1,STAT5B,0.0,0
EZH2,STAT5B,0.0,0
DAPK1,STAT5B,0.0,0
ORMDL3,STAT5B,0.0,0
NME1,STAT5B,0.0,0
