target,tf,weight,iteration
IRF7,STAT5B,0.0,0
CCL2,STAT5B,0.0,0
MMP7,STAT5B,0.0,0
IFIT1,STAT5B,-0.0,0
OSGEP,STAT5B,0.0,0
FCER2,STAT5B,0.0,0
ID3,STAT5B,-0.0,0
NPTX1,STAT5B,0.0,0
ACACA,STAT5B,-0.0,0
NF1,STAT5B,-0.0,0
ODC1,STAT5B,-0.0,0
CCNB1,STAT5B,0.0,0
CXCL9,STAT5B,0.000007736655,0
CTSB,STAT5B,0.0,0
CCL3,STAT5B,-0.0,0
RETNLB,STAT5B,0.0,0
HBB,STAT5B,-0.0,0
ISG15,STAT5B,0.0,0
S100A10,STAT5B,0.0,0
DPAGT1,STAT5B,-0.00018942387,0
CD68,STAT5B,0.0,0
DLL1,STAT5B,0.0,0
EBF1,STAT5B,0.0,0
PAX5,STAT5B,-0.00026547897,0
NQO1,STAT5B,0.0,0
IFIT2,STAT5B,0.0,0
GATA3,STAT5B,-0.0,0
GAS1,STAT5B,-0.0,0
SLC19A2,STAT5B,0.0,0
EIF2AK2,STAT5B,-0.0,0
DMD,STAT5B,0.0,0
DNASE1,STAT5B,-0.0,0
PRKCA,STAT5B,0.0,0
MDM2,STAT5B,-0.0,0
FAS,STAT5B,0.0,0
CA2,STAT5B,-0.0,0
IL2RA,STAT5B,0.0006992376,0
HDC,STAT5B,-0.0,0
PIM1,STAT5B,0.0,0
SPP1,STAT5B,-0.0,0
CCND3,STAT5B,-0.0,0
TRH,STAT5B,0.0,0
LAT,STAT5B,0.0,0
CASP8,STAT5B,-0.0,0
ERAP1,STAT5B,-0.0,0
PLAUR,STAT5B,0.0,0
CD8A,STAT5B,-0.0,0
TIMP1,STAT5B,0.0,0
HHEX,STAT5B,0.0,0
CSF2,STAT5B,-0.003217455,0
ABCC2,STAT5B,0.0,0
IL1RN,STAT5B,0.0,0
ABCB1,STAT5B,-0.0,0
SREBF1,STAT5B,0.0,0
TNFSF10,STAT5B,0.0035757844,0
PIAS1,STAT5B,0.0,0
IL12RB1,STAT5B,-0.0,0
CD79A,STAT5B,0.0,0
MAP2K5,STAT5B,-0.0,0
TP53,STAT5B,0.0,0
ITGA2B,STAT5B,0.0,0
IGFBP3,STAT5B,0.0,0
CSF1,STAT5B,-0.0,0
HSPA5,STAT5B,0.0,0
HPS4,STAT5B,-0.0,0
FSD1,STAT5B,-0.0,0
HIF1A,STAT5B,0.0,0
GSC,STAT5B,-0.0,0
IGBP1,STAT5B,-0.0,0
LITAF,STAT5B,-0.0,0
NEU1,STAT5B,-0.0,0
IL2RB,STAT5B,-0.0,0
RRAD,STAT5B,0.0,0
PNP,STAT5B,-0.0,0
STAT4,STAT5B,0.0,0
TBX21,STAT5B,0.0,0
NCOA3,STAT5B,-0.0,0
ADA,STAT5B,0.0,0
IER3,STAT5B,0.0,0
APOE,STAT5B,-0.0,0
IL19,STAT5B,-0.0,0
CD3E,STAT5B,-0.0,0
CD69,STAT5B,0.0,0
FGL2,STAT5B,0.0,0
STMN1,STAT5B,0.0,0
PROS1,STAT5B,0.0,0
ACTA2,STAT5B,0.0,0
ACO1,STAT5B,-0.0,0
IL18R1,STAT5B,-0.0,0
LEFTY1,STAT5B,0.0,0
RUNX3,STAT5B,-0.0,0
GATA2,STAT5B,-0.0,0
CNR1,STAT5B,0.0,0
CCL19,STAT5B,0.0,0
FOXP3,STAT5B,0.0,0
CXCL11,STAT5B,0.0,0
LIG3,STAT5B,0.0,0
POLD1,STAT5B,0.0,0
IRF3,STAT5B,0.0,0
HSD17B1,STAT5B,-0.00020081137,0
GZMB,STAT5B,0.0,0
CCL23,STAT5B,-0.0,0
CD74,STAT5B,0.0,0
CDK6,STAT5B,-0.000043016913,0
ANXA1,STAT5B,-0.0,0
TLR7,STAT5B,-0.0,0
IL27,STAT5B,-0.0,0
HES6,STAT5B,-0.0,0
PLEK,STAT5B,-0.0,0
CHRNA1,STAT5B,-0.0,0
CD46,STAT5B,-0.0,0
POLR2K,STAT5B,0.0,0
CD38,STAT5B,-0.0,0
UCP2,STAT5B,-0.0,0
TNFSF14,STAT5B,0.0,0
MDC1,STAT5B,-0.0,0
PFN1,STAT5B,0.0,0
CDKN2C,STAT5B,0.0,0
RGCC,STAT5B,0.0,0
TNFSF13B,STAT5B,-0.0,0
HSPA8,STAT5B,0.0,0
HSPA1A,STAT5B,-0.0,0
CITED2,STAT5B,-0.0,0
CD55,STAT5B,-0.0,0
ANGPT1,STAT5B,0.0,0
MYH10,STAT5B,0.0,0
HCFC1,STAT5B,0.0,0
AURKA,STAT5B,0.0050422456,0
LGALS3BP,STAT5B,-0.0,0
TBK1,STAT5B,0.0,0
FHL2,STAT5B,0.0,0
MTF2,STAT5B,-0.0,0
ID2,STAT5B,0.0,0
SLC39A4,STAT5B,-0.0,0
IL23A,STAT5B,-0.0,0
REL,STAT5B,-0.0,0
LCN2,STAT5B,0.00011473743,0
SLC22A17,STAT5B,0.0,0
CXCL10,STAT5B,-0.0,0
CD200,STAT5B,0.0,0
LPIN1,STAT5B,-0.0,0
CD6,STAT5B,-0.0,0
SOD2,STAT5B,0.0,0
GFI1,STAT5B,-0.0,0
VCAM1,STAT5B,-0.0,0
S100A8,STAT5B,-0.0,0
DHX9,STAT5B,-0.0,0
SOCS2,STAT5B,-0.0023626955,0
FANCF,STAT5B,0.0,0
NFATC1,STAT5B,-0.0,0
PDGFD,STAT5B,-0.0,0
FAIM,STAT5B,-0.0,0
BBC3,STAT5B,-0.0,0
AATF,STAT5B,0.0,0
NUCB2,STAT5B,-0.0,0
FLT3LG,STAT5B,-0.0,0
MLC1,STAT5B,-0.0,0
BIRC2,STAT5B,-0.0,0
FSCN1,STAT5B,-0.0,0
IFIT3,STAT5B,-0.0,0
IRS1,STAT5B,-0.0,0
NR3C1,STAT5B,-0.0,0
ALOX12,STAT5B,0.0,0
EDN1,STAT5B,0.0,0
RSAD2,STAT5B,-0.0,0
SNW1,STAT5B,0.0,0
NFE2,STAT5B,0.0,0
DUSP1,STAT5B,0.0,0
LTB4R,STAT5B,-0.0,0
SKP2,STAT5B,0.0,0
AKAP12,STAT5B,0.0,0
TRIM22,STAT5B,0.0,0
RHOH,STAT5B,0.0,0
MYL9,STAT5B,0.0,0
GNLY,STAT5B,-0.0,0
RBPJ,STAT5B,-0.0,0
DLD,STAT5B,-0.0,0
TOE1,STAT5B,-0.0,0
UBE2G1,STAT5B,0.0,0
IFI30,STAT5B,0.0,0
KIT,STAT5B,0.0,0
APOBEC3G,STAT5B,-0.0,0
PF4,STAT5B,-0.0,0
SLC9A3R1,STAT5B,0.0,0
SPG7,STAT5B,0.0,0
PRKCQ,STAT5B,-0.0,0
SNCA,STAT5B,-0.0,0
BATF,STAT5B,-0.0,0
MAD1L1,STAT5B,0.0,0
IL24,STAT5B,-0.0,0
TFRC,STAT5B,-0.0,0
CXCR4,STAT5B,-0.0,0
CTLA4,STAT5B,0.0,0
QPCT,STAT5B,-0.0,0
IFITM3,STAT5B,-0.0,0
CD207,STAT5B,0.0,0
TICAM1,STAT5B,-0.0,0
CAV1,STAT5B,-0.0,0
KPNA2,STAT5B,0.0,0
FOXO1,STAT5B,0.0,0
ICOS,STAT5B,0.0,0
PMAIP1,STAT5B,-0.0,0
GADD45A,STAT5B,-0.0,0
C1QB,STAT5B,0.0,0
GATA1,STAT5B,-0.0,0
MCF2L2,STAT5B,0.0,0
HES1,STAT5B,0.0,0
NFATC2,STAT5B,0.0,0
IFNAR1,STAT5B,-0.0,0
PRKCH,STAT5B,-0.0,0
SMARCA2,STAT5B,-0.0,0
FKBP4,STAT5B,0.0,0
DLK2,STAT5B,-0.0,0
CCL20,STAT5B,0.0,0
RARA,STAT5B,-0.0,0
NT5E,STAT5B,0.0,0
IDO1,STAT5B,-0.0,0
GLS,STAT5B,0.0,0
IKZF1,STAT5B,-0.0,0
ASXL1,STAT5B,0.0,0
KRT1,STAT5B,0.0,0
